index,Loc,Dept #,SKU,Description,UPC,QOH,Mfg Part #,Retail,STATUS
7326,0,70,72241,ACE PINE BARK NUGGET 2CF,082901722410,3,332-AH-35D,7.59,minimal
7327,31L01,70,72242,MULCH CYPRESS 2CF ACE,031505112424,0,112-AH-40D,4.99,zero
7328,24R01,70,72244,"MARINE/RV HOSE1/2""X25'",082901722441,0,ACELMRV12025,18.99,zero
7329,23L08,76,72249,"CORD MOWER START88""NYLON",037049911592,1,AC-SH-483,6.59,minimal
7330,23L08,76,72254,BLADE GRASS SHEAR 82-001,028872010019,3,RB-001,14.99,minimal
7331,31R04,70,72259,"HANDLE AXE 1 BIT 36""",025545100190,0,64709,13.99,zero
7332,31R04,70,72260,"HANDLE AXE 2 BIT 36""",025545140196,2,64745,13.99,minimal
7333,31R04,70,72262,HANDLE SLEDGE FORST KING,025545001190,0,64419,13.99,zero
7334,31R04,70,72264,"HANDL R R PICK36""AMERCN",025545220096,2,65039,19.99,minimal
7335,06R05,50,72274,HOIST POWRPULL DUAL 2TON,036683186007,1,CAL-2,32.99,minimal
7336,33L02,70,72282,TRASH CAN 10GAL GRAY,086876012477,1,261000GRAY,17.99,minimal
7337,31L02,70,72287,LID F/10GL CANGRAY,086876012385,4,260900GRAY,7.99,minimal
7338,NEW,70,72289,LID 20G TRASH CAN GRY,086876191714,0,261960GRAY,11.99,zero
7339,DISC,70,72299,ROSE & SHRUB DISEASE PT,071549034702,0,0347060,16.99,zero
7340,22L05,70,72307,FERTILIZ ALASKA FISH QT,022671400002,0,100099247,12.99,zero
7341,23R08,70,72319,ORTHO MAX PITB KLR 16 OZ,071549047405,2,0474010,13.99,minimal
7342,06R06,70,72367,ROPE H BRD GLD POLY 50,082901723677,4,72367,8.59,minimal
7343,24R06,70,72372,Q-CONNECT 2MALE 1FEMALE,082901723721,0,1609729299,7.59,zero
7344,24R06,70,72375,Q-COUPLER MALE 2PK,082901723752,2,1609729300,3.59,minimal
7345,24R04,70,72380,NOZZLE SELCT MTL,082901723806,0,20439A,9.99,zero
7346,31R05,70,72384,"POLY SHRUB RAKE 8"" ACE",082901151692,0,EP-15-ACE,9.99,zero
7347,UNKWN,70,72391,NOZZLE MEDW/BRASS STEM,082901723912,0,20490A,6.99,zero
7348,DISC,70,72407,TERMITE/ANT KILLER PT,071549018351,0,0194160,23.99,zero
7349,24R08,70,72434,ACE TOP SOIL 40#,082901724346,0,50055074,2.59,zero
7350,DISC,70,72436,COMPOST/PEAT/HUMUS ACE,082901724360,0,AOP40,4.49,zero
7351,24R08,70,72444,ACE POTTING SOIL 40#,082901724445,0,50055043,3.99,zero
7352,22L05,70,72452,FERT MIRCL GRO TOMATO1.5,073561000420,1,2000421,8.59,minimal
7353,23L08,76,72453,BLADE MOWER BALANCER ACE,082901724537,1,AC-SBB-102,4.99,minimal
7354,24R04,70,72459,ACE OSCSPRNKLR 3400QFT,082901724599,3,300A,12.99,minimal
7355,24R06,70,72462,Q-CONNECT BRS 1M1F ACE,082901724629,0,GT1922A,9.99,zero
7356,24R06,70,72463,CONN BRS MALE ACE CD2,082901724636,2,GT1920A,8.99,minimal
7357,DISC,70,72467,TRAP ANT TAT 4P,041377375209,0,TA424,3.29,zero
7358,23R07,70,72468,DEEP WOODS OFF 6OZ,046500018428,0,01842,7.99,zero
7359,31R02,70,72477,ACE COMPOSTED MANURE 40#,082901724773,0,50055022,3.59,zero
7360,23R07,70,72481,ROUNDUP CONC 50% 35.2 OZ,070183510078,0,5100710,44.99,zero
7361,DISC,70,72482,ROPE NYLON SBRD 1/4X50,082901724827,0,72482,8.99,zero
7362,22L08,70,72506,U-POST LT DUTY 3FT,612417141360,3,810U013614,3.99,minimal
7363,22L08,70,72509,U-POST LT DUTY 4FT,612417141483,6,810U024814,4.59,minimal
7364,22L08,70,72510,U-POST LT DUTY 5FT,612417141605,0,810U036014,4.99,zero
7365,31R04,70,72513,"HANDL LH SHOVEL 48""",025545827219,2,66705,19.99,minimal
7366,22L08,70,72515,U-POST LT DUTY 6 FT,612417140721,5,810U047214,6.59,minimal
7367,31R04,70,72516,"HANDL MANURE FORK 48""",025545715219,0,66575,19.99,zero
7368,31R04,70,72518,"RAKE BOW HANDLE 60""",025545797215,2,66668,14.99,minimal
7369,31R04,70,72519,"HANDL HOE SOCKET 52""",025545756212,3,66639,14.99,minimal
7370,31R06,70,72520,"HOE SCUFFL-STIRUP ACE57""",082901725206,2,72520,19.99,minimal
7371,24R01,70,72524,HOTWATER RUBR HOSE5/8X50,082901725244,0,AC9158050,36.99,zero
7372,24R04,70,72544,NOZZLE GUN METAL LARGE,082901725442,1,20491A,7.99,minimal
7373,23L08,76,72557,"BOLT WHEEL UNIV 1/2"" CD2",082901725572,1,AC-ASB-225,4.59,minimal
7374,32R01,76,72564,ICE MELT 20# BAG ACE,082901725640,0,809310,9.59,zero
7375,32W01,70,72579,"PLANTER TERRA HAND 16""",033607003020,2,6704,17.99,minimal
7376,32W01,70,72581,"WEEDER TERRA HAND 16""",033607003013,3,6705,18.99,minimal
7377,33W01,70,72624,"LOPPER BYPASS 26""K26",038313005269,0,WL 3351,33.99,zero
7378,NEW,70,72653,ROPE TW NYLON 3/8X50,082901726531,2,72653,17.99,minimal
7379,06R06,70,72654,"NYLON ROPE 1/2""X50' WHT",082901726548,0,72654,29.99,zero
7380,DISC,70,72660,OSM FLWR & VEG PF 1.25#,032247761505,0,276150,6.49,zero
7381,DISC,70,72661,OSMOCOTE FLWR& VEG PF 3#,032247762502,0,276250,12.99,zero
7382,23L07,76,72663,MUFFLR SAUSAGE ACE,082901726630,3,AC-M-105,4.59,minimal
7383,23L07,76,72664,MUFFLR MOWER PANCAKE,082901726647,1,AC-M-107,8.59,minimal
7384,23L07,76,72665,MUFFLR MOWER SAUSAGE ACE,082901726654,3,AC-M-110,7.59,minimal
7385,DISC,76,72666,TUNE UP KIT BRIGGS,082901726661,2,AC-TU-101,8.49,minimal
7386,UNKWN,70,72672,ANT & ROACH ACE 14OZ,082901726722,0,72672-4,4.29,zero
7387,UNKWN,70,72675,INSECT FLYING ACE 11OZ,082901726753,0,72675,4.99,zero
7388,UNKWN,70,72676,WASP & HORNET ACE 14 OZ,082901726760,0,72676-7,4.49,zero
7389,24R06,70,72697,COUPL HOSE BARB1/2X3/4ML,082901726975,4,GT3030A,6.99,minimal
7390,24R06,70,72698,COUPL HOSE BARB5/8X3/4ML,082901726982,5,GT3031A,6.99,minimal
7391,24R06,70,72699,COUPL HOSE BARB3/4X3/4ML,082901726999,4,GT3032A,6.99,minimal
7392,24R06,70,72700,COUPL HOSE BARB1/2X3/4FM,082901727002,3,GT3020A,6.99,minimal
7393,24R06,70,72701,COUPL HOSE BARB5/8X3/4FM,082901727019,2,GT3021A,6.99,minimal
7394,24R06,70,72702,COUPL HOSE BARB3/4X3/4FM,082901727026,0,GT3022A,6.99,zero
7395,DISC,70,72759,FERTIN&OUT OSMOCOT 1.25#,032247731607,0,273160,6.49,zero
7396,32W02,70,72769,STUMP OUT BONIDE 1LB,037321002727,0,272,7.99,zero
7397,32R01,76,72779,ICE MELT 40# BAG ACE,082901727798,0,666902,15.99,zero
7398,32W02,70,72782,FABRIC WEEDBLOCK 3X25',038398001002,0,1001,9.99,zero
7399,DISC,70,72811,FOOD IN/OUTDOOR PLNT 3#,032247732604,0,273260,12.99,zero
7400,31R03,70,72822,"AXE BOY'S 2-1/4#28""HANDL",042904102251,2,HB-1/2H-C/3247,25.99,minimal
7401,DISC,70,72825,AXE MICHIGAN1BIT BENT3.5,042904103500,0,32478,23.99,zero
7402,31R03,70,72828,"AXE CROWN 2 BIT 36""",042904203507,3,32480,32.99,minimal
7403,24R05,70,72862,FLOWMETER WATER TIMER,082901728627,3,101A,15.99,minimal
7404,31R05,70,72877,"POLY LEAF RAKE 24"" ACE",082901728771,0,RK25024A,9.99,zero
7405,23L08,76,72904,"BOLT WHEEL1/2""1.5""HUB2OK",082901729044,2,AC-ASB-150,4.59,minimal
7406,23L08,76,72905,"CAP GAS 1-1/2""F/B&S",082901729051,3,AC-GC-125,2.39,minimal
7407,DISC,76,72906,"CAP GAS 1-1/2""F/TECUMSAH",082901729068,2,AC-GC-150,2.49,minimal
7408,23L08,76,72907,CAP GAS F/ACE 5HP +,082901729075,0,AC-GC-175,2.39,zero
7409,23R04,70,72909,BUG-GETA PLUS 3LB ORTHO,071549046255,0,0462510,13.99,zero
7410,06R08,50,72958,"MARKER DRVWAY ALUM36""RED",029069101367,0,DM100R36,2.99,zero
7411,NEW,50,72959,"MARKER DRVWAY ALUM36""BLU",029069101374,0,DM100B36,2.99,zero
7412,UNKWN,50,72960,MARKER DRVWAY ALUM 4'RED,029069102364,0,DM100R48,3.59,zero
7413,NEW,70,72962,ROPE YEL HBPOLY 1/4X1000,079085001066,0,P2416S1000Y01S,0.23,zero
7414,06R08,50,72988,REFLCTR BRAKETD RED CD/2,029069002039,0,CDRF-3R,2.59,zero
7415,31R04,70,72996,TREE PRUNER 12FT ACE,082901228448,1,TP 2512,38.99,minimal
7416,06R06,70,72999,ROPE NYLON S.BRD 1/4-100,082901729990,3,72999,16.99,minimal
7417,24R02,70,73006,"HOSE FLEXOGEN 5/8""X75'",082901227144,1,864751-1013,36.99,minimal
7418,33R01,76,73010,"CHAIN CHAIN SAW 18"" #S62",036577003243,0,S62,25.99,zero
7419,33R01,76,73057,"CHAIN CHAIN SAW 16"" #S55",036577000495,0,S55,22.99,zero
7420,22R03,70,73077,"TERRA COTTA POT 4""",726232011002,4,01110PZ,1.59,minimal
7421,22R03,70,73079,"TERRA COTTA POT 6""",726232011507,3,01160FZ,2.59,minimal
7422,22R03,70,73081,"TERRA COTTA POT 8""",726232012009,0,M8300PZ,4.59,zero
7423,22R03,70,73082,"TERRA COTTA SAUCER 4""",726232241010,0,M8190PZ,1.59,zero
7424,22R03,70,73083,"TERRA COTTA SAUCER 6""",726232241416,10,M8210PZ,2.59,minimal
7425,23L05,76,73093,PLASTIC FUNNEL W/SCRN PT,084369100045,1,100045,3.59,minimal
7426,23L05,76,73094,FUNNEL PLSTC+STRAINER2QT,084369100038,13,100038,4.59,minimal
7427,22L07,70,73101,"NETTING HEX1""20GA24X50'",651082182452,1,162450,27.99,minimal
7428,22L07,70,73102,"NETTING HEX1""20GA36""X50'",651082183657,2,163650,37.99,minimal
7429,22L07,70,73103,"NETTING HEX1""20GA48""X50'",651082184852,1,164850,49.99,minimal
7430,06R08,50,73132,REFLCTR SELFADH RED CD/2,029069002046,0,CDRF-4R,2.59,zero
7431,31R06,70,73170,"WARREN HOE 48""",079617669245,0,66924,18.99,zero
7432,24R01,70,73189,"MARINE/RV HOSE1/2""X50'",082901731894,1,ACELMRV12050,29.99,minimal
7433,04L08,70,73190,TARP POLY BLUE/BRN 6X8,082901731900,16,73190 ACE-R,7.59,minimal
7434,04L08,70,73191,TARP POLY BLUE/BRN8X10,082901731917,1,73191 ACE-R,9.99,minimal
7435,04L08,70,73192,TARP POLY BLUE/BRN 10X12,082901731924,0,73192ACE-R,15.99,zero
7436,04L08,70,73195,TARP POLY BLUE/BRN 10X20,082901731955,0,73195 ACE-R,23.99,zero
7437,04L08,70,73196,TARP POLY BLUE/BRN 12X16,082901731962,0,73196 ACE-R,24.99,zero
7438,04L08,70,73197,TARP POLY BLUE/BRN 16X20,082901731979,0,73197 ACE-R,41.99,zero
7439,24R03,70,73214,"GARDEN HOSE 5/8""X50' HP",082901732143,2,AC1615050,13.99,minimal
7440,32W02,70,73227,FABRIC WEEDBLOCK 3X50',038398001040,0,1041,12.99,zero
7441,31L01,70,73240,TRASH CAN 32GAL WHEELED,051596050962,3,RM5H9601,16.99,minimal
7442,DISC,76,73253,FILTER MOWER AIR 110 ACE,082901732532,2,AC-BAF-110,4.49,minimal
7443,DISC,76,73254,FILTER MOWER AIR 111 ACE,082901732549,0,AC-BAF-111,6.49,zero
7444,DISC,76,73255,FILTER MOWR AIR3-4HP B&S,082901732556,2,AC-BAF-112,5.99,minimal
7445,DISC,76,73256,FILTER MOWR AIR7-8HP B&S,082901732563,2,AC-BAF-113,8.49,minimal
7446,22R03,70,73270,"TERRA COTTA POT 10""",726232012603,0,01270FZ,7.99,zero
7447,22R03,70,73271,"TERRA COTTA POT 12""",726232013006,0,01310FZ,9.99,zero
7448,UNKWN,70,73272,"TERRA COTTA SAUCER6.75""",726232241614,0,M8220PZ,2.79,zero
7449,22R01,70,73280,SPRAYER PRO PLUS POLY 2G,023883212209,2,21220XP,54.99,minimal
7450,DISC,76,73295,OIL 2-CYCLE 3.2 OZ ACE,082901732952,0,73295A,2.79,zero
7451,22L05,70,73296,LAWN FOOD REFILL 4PK 4M,073561001830,3,100183,13.99,minimal
7452,22L01,70,73299,MOTH CRYSTALS 1LB F39,070922312031,5,E416.4T,6.99,minimal
7453,SPEC,70,73300,MOTH BAR LAVENDER 6OZ,070922004967,0,496.6T,6.59,zero
7454,22L08,70,73313,U-POST HEAVY DUTY 5FT,612417130609,7,810U056013,6.99,minimal
7455,22L08,70,73314,U-POST HEAVY DUTY 6FT,612417130722,5,810U067213,7.99,minimal
7456,24R06,70,73352,ADAPTERHOSE ZINC Y HOT,082901733522,0,1609718781,9.99,zero
7457,23R08,70,73363,ORTHO GRASS BGON RTU24OZ,071549043858,0,0438580,8.59,zero
7458,UNKWN,76,73367,"CORDLESS TRIMMER 8""",021038514673,0,51467,49.99,zero
7459,UNKWN,70,73373,PART SPRAYER REPAIR ACE,023883619251,2,6-1925,13.99,minimal
7460,23L06,76,73399,LINE TRMR.065 50' F/1100,021038880051,1,88005,12.99,minimal
7461,23L06,76,73406,LINE TRMR.065 40' LOOP,082901734062,11,AC-WLS-65,4.59,minimal
7462,23L06,76,73407,LINE TRMR.080 40' LOOP,082901734079,14,AC-WLS-80,4.59,minimal
7463,31W01,70,73433,"TAMPER W/HANDLE 10X10""",755625036070,0,KR-2L-C32452,41.99,zero
7464,NEW,70,73454,"ROPE POLY 1/4""X1200'ORG",079085001103,0,P9016S1200Y01S,0.23,zero
7465,NEW,70,73455,"POLY ROPE 3/8""X600'ORG",079085001110,0,P9024S0600Y01S,0.39,zero
7466,23L07,76,73512,SPARKPLUG J17LM CHAMP,037551011117,6,845-1,3.99,minimal
7467,23L06,76,73561,OIL LAWNMWR SAEHD30 20OZ,082901735618,0,AH0LM320,4.99,zero
7468,DISC,76,73578,KEY FLYWHEEL BRIGGS,082901735786,1,AC-FK-111,2.99,minimal
7469,DISC,70,73596,GARDEN STAKE WOOD 4FT,048307750419,0,WW4-1,1.49,zero
7470,23R07,70,73598,BRUSH-B-GON RTU 24OZ,071549047504,0,0475010,9.59,zero
7471,DISC,70,73609,GARDEN STAKE WOOD 5FT,048307750518,0,WW5-1,1.99,zero
7472,DISC,70,73611,GARDEN STAKE WOOD 6FT,048307750617,0,WW6-1,2.49,zero
7473,SPEC,70,73623,"HANDLE REPLACEMENT 36""",641599000400,0,881,16.99,zero
7474,23R07,70,73637,ROUNDUP CONC PINT,070183500550,1,5005510,14.99,minimal
7475,23R07,70,73638,ROUNDUP CONC 1/2GALLON,070183500604,0,5006010,44.99,zero
7476,22L01,70,73640,LIVE CATCH MOUSE TRAP,072868130076,5,M007,5.99,minimal
7477,22L04,70,73643,FERTILIZ MIRACLE GRO 3#,073561000284,0,100028,9.99,zero
7478,31R04,70,73685,"HANDLE SLEDGE 30""",025545003194,0,64552,13.99,zero
7479,NEW,70,73690,TRASH CAN 30G EVERGREEN,071691297956,0,2979EVG,27.99,zero
7480,31R03,70,73702,MAUL SPLITTING AX EYE 6#,042904600016,1,TJ-6AH-C/32420,26.99,minimal
7481,24R06,70,73745,CONNECT Y HOSE W/CAP,082901737452,0,08YAC,5.99,zero
7482,22L04,70,73750,TESTER SOIL FOR N-P-K-PH,035307016010,2,1601,18.99,minimal
7483,22L04,70,73751,LAWN SOIL TEST KIT,035307016096,2,1609CS,7.59,minimal
7484,22L04,70,73752,TESTER SOIL KIT PH 10-T,035307016126,2,1612,7.59,minimal
7485,DISC,76,73768,SPARKPLUG SHORTY ACE,082901737681,1,AC-SP-34,3.99,minimal
7486,DISC,76,73769,SPARKPLUG STANDARD SM,082901737698,1,AC-SP-35,3.99,minimal
7487,22L01,70,73792,GASSER GIANT DESTROYR4PK,010052003331,2,00333,7.99,minimal
7488,22L05,70,73796,POLISH LEAF PLANTSHN12OZ,712626968762,8,S-100128,7.99,minimal
7489,24R06,70,73811,GOOSENECK HOSE ADAPTRHBS,082901738114,0,GT3162,9.99,zero
7490,24R06,70,73812,ADAPTER HOSE Y #7962C,082901738121,0,GT1282A,8.49,zero
7491,NEW,50,73822,"MARKER DRIVEWAY 36""AMB",029069101381,0,DM100A36,2.99,zero
7492,06R08,50,73825,"REFLECTR PRS-ON 1.25""CD6",029069002084,0,CMR-10,2.59,zero
7493,31R04,70,73842,"HANDL MAUL AX EYE1BIT36""",025545206199,0,64777,13.99,zero
7494,DISC,70,73862,ROACH PRUFE 1# CAN,041767000070,5,RP-1LB,8.49,minimal
7495,22R04,70,73863,"TOMATO CAGE LD GALV 42""",093432897294,48,89729-300,3.99,minimal
7496,23R05,70,73882,HORNET SPRAY SHOOFLY15OZ,049711991559,3,SH155,7.59,minimal
7497,31R06,70,73888,GLOVE COWSPLIT BAL LG PR,082901184270,1,1004L-ACE,9.99,minimal
7498,31R03,70,73906,"MAUL 6# 36""FIBRGLAS HNDL",755625024688,1,TJ-6FD-C,33.99,minimal
7499,31R03,70,73907,"MAUL 8# 36""FIBRGLAS HNDL",755625024695,2,TJ-8FD-C,34.99,minimal
7500,31R04,70,73927,"BAR PRY SAN ANGELO 1X70""",042904000724,0,BAP-175-C/3247,38.99,zero
7501,UNKWN,70,73929,GLOVE JERSEY BRN YOUTHPR,082901184294,0,ACET92BT,1.79,zero
7502,05E02,76,73937,"WHEEL GRIN 5/32"" PK2",080596004538,1,453,7.99,minimal
7503,05E02,76,73938,"WHEEL GRIN 7/32"" PK2",080596004552,0,455,7.59,zero
7504,33R01,76,73942,"FILE CHAINSAW 5/32"" 2PK",036577001270,0,23577,8.99,zero
7505,33R01,76,73943,"FILE CHAINSAW 7/32"" 2PK",036577001263,2,23575,8.99,minimal
7506,33R01,76,73944,GAUGE&FILE CHAINSAW,036577001416,2,27742,7.59,minimal
7507,06R08,50,73947,REFLECTOR OVAL RED CD/2,029069002077,0,CORB-7R,2.59,zero
7508,22R01,70,73986,ACE HOSE END SPRAYER20GL,082901192961,3,2100AH,6.99,minimal
7509,DISC,76,74068,MUFFLR 4-8HP BRIGGS,082901740681,1,74068,7.49,minimal
7510,UNKWN,70,74074,NOZZLE POLY ADJ,023883660031,3,6-6003,7.59,minimal
7511,23R06,70,74081,BULB 40W STINGER B4040,042578977452,2,B4040-4,17.99,minimal
7512,24W01,70,74092,ACE POTTING SOIL 20#,082901007982,0,50055042,2.99,zero
7513,NEW,70,74093,WHEELBARROW WEDGE,025545047709,0,66539,6.99,zero
7514,06R06,70,74121,CLOTHESLINE WIRE 5/32X50,082901741213,2,74121,7.99,minimal
7515,06R06,70,74123,CLOTHSLINE WIRE 5/32X100,082901741237,4,74123,9.99,minimal
7516,06R06,70,74124,"ROPE SISAL 1/4""X50'",082901741244,2,74124,6.99,minimal
7517,24R06,70,74129,WASHR HOSE RUBBR 10/PK,082901741299,8,1609729303,2.99,minimal
7518,06R06,70,74130,ROPE POLY PROLINE 1/4X50,082901741305,0,74130,7.59,zero
7519,DISC,76,74132,OIL 2-CYCLE 8 OZ ACE,082901741329,0,74132A,3.99,zero
7520,33R01,76,74133,BAR & CHAIN OIL QT ACE,082901741336,0,AH38BCPL,6.59,zero
7521,33R01,76,74134,BAR & CHAIN OIL 1GAL ACE,082901741343,0,AH38BC4P,14.99,zero
7522,23R07,70,74142,ROUNDUP W&G CONC 36.8OZ.,070183510061,0,5100610,23.99,zero
7523,DISC,76,74143,FILTER MOWER AIR 108 ACE,082901741435,2,AC-BAF-108,8.99,minimal
7524,DISC,76,74145,MUFFLR MOWER BOLT ON,082901741459,1,AC-M-108,4.49,minimal
7525,DISC,76,74146,PLUG OIL FILLR SM ENGINE,082901741466,1,AC-OP-100,2.29,minimal
7526,23L08,76,74149,"BLADEEDGER 9"" 5/8""H ACE",082901741497,3,490-105-A016,7.99,minimal
7527,23L8,76,74150,"BLADE EGER 7.5"" B&D",082901741503,3,490-105-A026,7.99,minimal
7528,23L8,76,74151,"BLADE EDGER 8-3/8"" B&D",082901741510,3,490-105-A025,7.99,minimal
7529,22R02,70,74262,ACE SUN/SHDE GRSS SEED 3,082901742623,0,N74262,12.99,zero
7530,UNKWN,70,74389,"ROPE SISAL 1/4""X750'TAN",071514401409,0,M1016S0750S,0.19,zero
7531,31R04,70,74414,DIGGR POSTHOLETAMPER 6',042904160008,0,TB-175-C/32472,38.99,zero
7532,22R05,70,74502,"EDGING LAWN CEDAR 6""X10'",052144000415,4,RC41,12.99,minimal
7533,23R06,70,74509,ANT CNTRL COMBAT 6PK,023400459018,9,45901,5.99,minimal
7534,23R04,70,74519,TRAP FLY FT-1 STERLING,042853710170,3,FTR-DT12,8.99,minimal
7535,23R05,70,74521,TRAP YELLOW JACKET JT-1,042853720179,1,YJTR-DT12,12.99,minimal
7536,23R05,70,74523,TRAP FLY DISP STERLING,042853773014,8,FTD-DB12,6.99,minimal
7537,22R07,70,74524,STAKES TERRACE BOARD10PK,011047993101,0,99310,8.59,zero
7538,DISC,70,74525,"EDGING TERR BRD 3""X40'",011047933404,0,93340,13.99,zero
7539,23L07,76,74575,SPARKPLUG CJ7Y CHAMP,037551011162,2,853-1,3.99,minimal
7540,23L07,76,74576,SPARKPLUG DJ7J CHAMP,037551011346,7,850C,3.99,minimal
7541,23L07,76,74631,"TIRE BARROW 13"" REPL",037049917037,1,TR-62,19.99,minimal
7542,DISC,76,74632,"TUBE BARROW 4.1X6""",037049945047,0,490-328-0003,7.49,zero
7543,33R01,76,74651,"FILE CHAINSAW 3/16"" 2PK",036577001287,2,23727,8.99,minimal
7544,23R07,70,74684,ROUNDUP RTU 30OZ BONUS,070183500345,0,5003470,5.99,zero
7545,24R06,70,74721,COUPLHOSE SHT-OFF ZINC,082901747215,1,1609718784,9.59,minimal
7546,33R01,76,74731,"CHAIN CHAINSAW 20"" D70",036577000228,1,D70,27.99,minimal
7547,33R01,76,74733,"CHAIN CHAINSAW 16"" D60",036577000143,2,D60,25.99,minimal
7548,33R01,76,74741,"CHAIN CHAINSAW 12/14""S49",036577000440,1,S49,19.99,minimal
7549,33R01,76,74742,"CHAIN CHAINSAW 14"" S50",036577000457,2,S50,19.99,minimal
7550,33R01,76,74743,"CHAIN CHAINSAW 14"" S52",036577000464,0,S52,19.99,zero
7551,33R01,76,74744,"CHAIN CHAINSAW 14"" S53",036577000471,1,S53,19.99,minimal
7552,33R01,76,74745,"CHAINSAW CHAIN 16"" S54",036577000488,2,S54,22.99,minimal
7553,33R01,76,74746,"CHAIN CHAINSAW 16"" S56",036577000501,2,S56,22.99,minimal
7554,33R01,76,74749,"CHAIN CHAINSAW 16"" S59",036577000532,2,S59,23.99,minimal
7555,22L01,70,74770,RAT/MOUSE GLUE TRAP 2PK,076706155009,0,155N,6.59,zero
7556,22L01,70,74771,TRAP MOUSE STICKEM 4PK,076706133007,0,133N,5.99,zero
7557,22L01,70,74772,TRAP MOUSE STICKEM 2PK,076706233004,37,233N,3.99,minimal
7558,23R04,70,74805,INSECTICIDAL SOAP 32OZ,024654551107,6,5110-6,9.99,minimal
7559,23R04,70,74806,FUNGICIDE GARDEN 32OZ,024654554504,1,5450-6,9.99,minimal
7560,23R04,70,74807,KILLER INSECT FLOWER32OZ,024654551305,1,5130-6,9.59,minimal
7561,23L06,76,74830,OIL LAWNMW SAE10W30 20OZ,082901748304,11,AHLM1320,4.99,minimal
7562,22R05,70,74843,"EDGING EDGEMSTR 3.5X20""",011047292204,0,29220,3.99,zero
7563,22R01,70,74849,SPRAYER DIAL-N-SPRAY,071549084103,0,0841010,12.99,zero
7564,24R06,70,74890,"MENDERHOSE 1/2X1/2""ACE",082901748908,9,GT1955,2.59,minimal
7565,24R06,70,74891,"MENDER HOSE 5/8&3/4"" ACE",082901748915,1,GT1952,2.79,minimal
7566,24R06,70,74892,MENDR HOSE FM 1/2X3/4ACE,082901748922,6,GT1954,2.59,minimal
7567,24R06,70,74893,MENDERHOSE 5/8X3/4FM ACE,082901748939,4,GT1951,2.59,minimal
7568,24R06,70,74894,MENDERHOSE 1/2X3/4ML ACE,082901748946,5,GT1953,2.59,minimal
7569,24R06,70,74895,MENDR HOSE MALE 5/8&3/4,082901748953,11,GT1950,2.59,minimal
7570,04L08,70,74961,TARP POLY BLUE/BRN20X30,082901749615,2,74961 ACE-R,61.99,minimal
7571,31R05,70,74978,"RAKE SPRNGBRAC22TINE54""",082901749783,1,EMXC-22-ACE,17.99,minimal
7572,DISC,76,75048,FILTER MOWR AIR QUANT4HP,082901750482,0,AC-BAF-115,9.49,zero
7573,DISC,76,75051,FILTER MOWER LAWNBOY 4HP,082901750512,1,AC-LAF-120,7.49,minimal
7574,23L07,76,75053,WRENCH SPARK PLUG5/8X3/4,082901750536,0,AC-SPW-136,5.99,zero
7575,NEW,70,75079,FERTILIZR LP STEP 1 5M,032247391801,0,39180,27.99,zero
7576,UNKWN,70,75082,LAWN FERTILIZER STEP4 5M,032247236225,3,23622,22.99,minimal
7577,UNKWN,70,75086,CRABGRASS PREVENTR 5M,032247499002,1,49024,18.99,minimal
7578,22R08,70,75091,FABRIC WEEDBLOCK 3X100',038398001057,2,1051,23.99,minimal
7579,31L01,70,75199,ACE PINEBRK MINI NUGT2CF,082901751991,1,342-AH-35D,7.59,minimal
7580,UNKWN,70,75217,SPRAYR NOZZLE BRASS,023883660000,2,6-6000,8.59,minimal
7581,05E02,76,75228,"WHEEL GRIND 3/16"" PK2",080596004545,3,454,7.59,minimal
7582,23R05,70,75255,RAID WASP & HORNET,046500513671,2,51367,5.59,minimal
7583,32R01,70,75284,FERTILIZER 10-10-10 5M,088685005633,3,21-00563,15.99,minimal
7584,23R08,70,75305,ROUND UP RTU W/SPRAY1GAL,070183500260,3,5002610,12.99,minimal
7585,22L05,70,75306,FERT SPIKE TREE 15PK,073035016100,0,01610,12.99,zero
7586,22L05,70,75307,FERT SPIKE EVRGRN 15PK,073035016117,1,01611,12.99,minimal
7587,22L05,70,75308,FERT SPIKE FRUIT 15PK,073035016124,3,01612,12.99,minimal
7588,34W01,76,75309,"SNOW SHOVL D-HNDL 53""",049206164123,5,1641200,32.99,minimal
7589,NEW,76,75310,POWER SHOVEL 7.5AMP,021038383613,1,38361,99.99,minimal
7590,31R04,70,75325,"DIGGR POST HOLE48""SQ HND",025545863217,4,66745,13.99,minimal
7591,NEW,70,75326,"HANDL LH SHOVL 48""BENT",025545823211,1,66694,19.99,minimal
7592,31R04,70,75327,"HANDL RAKE 51""",025545048034,0,66460,6.99,zero
7593,NEW,70,75328,"HANDL LH SHOVL 48""STRAT",025545870215,1,66766,19.99,minimal
7594,NEW,70,75329,"HANDL LH SHOVL 44"" SHANK",025545989214,2,66831,16.99,minimal
7595,NEW,70,75331,"HANDL RAKE LEVEL HEAD60""",025545790216,1,66656,16.99,minimal
7596,23L08,76,75410,SHARPENER MOWR BLADE ACE,082901754107,1,AC-EBS-101,8.59,minimal
7597,32W02,70,75434,FABRIC WEEDBLOCK 4X50',038398001088,0,1081,22.99,zero
7598,22R08,70,75436,FABRIC PEGS CLIPSTRIP,038398008018,2,801,3.99,minimal
7599,UNKWN,70,75437,GLOVE LTHR PLM LG ACE,082901754374,1,ACETB285ET-L,9.59,minimal
7600,DISC,70,75447,BAMBOO STAKE 2FT PK/25,048307210029,0,BB2,2.49,zero
